directory,total_segs,covered_segs,inner_missing,gap_count,gap_index,gap_section,gap_local_n_start,gap_local_n_end,gap_missing_count,gap_sample_heb
sotah_27,25,24,7,1,1,Sotah 27a,7,10,4,"וְאֵלּוּ שֶׁבֵּית דִּין כּוּ׳. תָּנוּ רַבָּנַן: ״אִישׁ״, מָה תַּלְמוּד לוֹמַר ״אִישׁ אִישׁ״ — לְרַבּ"
sotah_32,38,34,7,2,1,Sotah 32b,6,8,3,וִידּוּי מַעֲשֵׂר מְנָלַן? דִּכְתִיב: ״וְאָמַרְתָּ לִפְנֵי ה׳ אֱלֹהֶיךָ בִּעַרְתִּי הַקֹּדֶשׁ מִן הַ
sotah_32,38,34,7,2,2,Sotah 32b,22,23,2,"וְרַבָּנַן נָמֵי, הָא כְּתִיב ״וְהָיוּ״! הַהוּא שֶׁלֹּא יִקְרָאֶנָּה לְמַפְרֵעַ."
sotah_44,32,24,7,1,1,Sotah 44b,4,7,4,"כְּמַאן אָזְלָא הָא דְּתַנְיָא: שָׂח בֵּין תְּפִילָּה לִתְפִילָּה — עֲבֵירָה הִיא בְּיָדוֹ, וְחוֹזֵר"
sotah_7,37,22,7,1,1,Sotah 7a,10,12,3,וְרַבִּי יְהוּדָה מִקַּל וָחוֹמֶר מַיְיתֵי לַהּ? וְהָא רַבִּי יְהוּדָה מִקְּרָאֵי מַיְיתֵי לַהּ! דְּ
sukkah_3,27,25,7,2,1,Sukkah 3a,5,6,2,"אִיכָּא דְּאָמְרִי, אָמַר רַבִּי אַבָּא: דַּאֲמַר לָךְ מַנִּי? אֲמַר לֵיהּ: בֵּית שַׁמַּאי הִיא, וְל"
sukkah_3,27,25,7,2,2,Sukkah 3a,10,11,2,"אָמַר מָר זוּטְרָא: מַתְנִיתִין נָמֵי דַּיְקָא, מִדְּקָתָנֵי: ״בֵּית שַׁמַּאי פּוֹסְלִין, וּבֵית הִל"
sukkah_39,13,13,7,2,1,Sukkah 39a,2,3,2,מָקוֹם שֶׁנָּהֲגוּ לִכְפּוֹל. תָּנָא: רַבִּי כּוֹפֵל בָּהּ דְּבָרִים. רַבִּי אֶלְעָזָר בֶּן פַּרְטָא
sukkah_39,13,13,7,2,2,Sukkah 39b,2,5,4,"בַּמֶּה דְּבָרִים אֲמוּרִים — בְּלוֹקֵחַ מִן הַמּוּפְקָר. אֲבָל בְּלוֹקֵחַ מִן הַמְשׁוּמָּר, אֲפִילּ"
temurah_13,34,32,7,1,1,Temurah 13b,5,10,6,"אָמְרִי: מִשּׁוּם דְּרַבִּי רַחֲמָנָא דְּאִית בֵּיהּ תְּמוּרַת שְׁמוֹ, אִיגְּרוֹעֵי אִיגְּרַע? אִין,"
yevamot_101,33,33,7,1,1,Yevamot 101b,4,7,4,"וְאִידַּךְ? ״בְּיִשְׂרָאֵל״ אַחֲרִינָא כְּתִיב. וְאִידַּךְ? מִיבְּעֵי לֵיהּ לְכִדְתַנְיָא, אָמַר רַב"
yevamot_106,31,30,7,1,1,Yevamot 106b,4,5,2,"גְּמָ׳ אָמַר רַב יְהוּדָה, מִצְוַת חֲלִיצָה: קוֹרְאָה וְקוֹרֵא, וְחוֹלֶצֶת וְרוֹקֶקֶת וְקוֹרְאָה. מַ"
yevamot_32b,24,23,7,1,1,Yevamot 32a,2,7,6,וְיֹאמְרוּ! אִי דִּמְיַיבֵּם וַהֲדַר חָלֵיץ — הָכִי נָמֵי.
yevamot_66b,28,28,7,2,1,Yevamot 66a,2,3,2,וְלָא מִיפַּקְדִי? וְהָאָמַר רַב אַחָא בַּר רַב קַטִּינָא אָמַר רַבִּי יִצְחָק: מַעֲשֶׂה בְּאִשָּׁה 
yevamot_66b,28,28,7,2,2,Yevamot 66a,6,8,3,"בַּת יִשְׂרָאֵל שֶׁנִּיסֵּת לְכֹהֵן וְהִכְנִיסָה לוֹ עֲבָדִים, בֵּין עַבְדֵי מְלוֹג, בֵּין עַבְדֵי צ"
yevamot_76,33,33,7,2,1,Yevamot 76a,16,1,2,מֵתִיב רַב יוֹסֵף: ״וַיִּתְחַתֵּן שְׁלֹמֹה אֶת בַּת פַּרְעֹה מֶלֶךְ מִצְרַיִם״! גַּיּיוֹרֵי גַּיְּיר
yevamot_76,33,33,7,2,2,Yevamot 76b,6,7,2,"אֲמַר לֵיהּ רָבִינָא לְרַב אָשֵׁי, וְהָא אֲנַן תְּנַן: פְּצוּעַ דַּכָּא וּכְרוּת שׇׁפְכָה מוּתָּרִים"
yoma_18,24,18,7,1,1,Yoma 18a,14,1,5,"כׇּל שִׁבְעַת הַיָּמִים לָא הָיוּ מוֹנְעִין וְכוּ׳. תַּנְיָא, רַבִּי יְהוּדָה בֶּן נָקוֹסָא אוֹמֵר: "
yoma_2,22,22,7,1,1,Yoma 2a,9,3,5,"בִּשְׁלָמָא, כּוּלֵּיהּ קְרָא בְּפָרָה לֹא מִתּוֹקַם — ״לְכַפֵּר״ כְּתִיב, וּפָרָה לָאו בַּת כַּפָּר"
yoma_27,24,22,7,2,1,Yoma 27a,9,11,3,״וְעָרְכוּ״ לְמָה לִי? לְמַעוֹטֵי הֶפְשֵׁט וְנִיתּוּחַ. וְאֵימָא הָכִי נָמֵי לְגוּפֵיהּ!
yoma_27,24,22,7,2,2,Yoma 27b,7,9,3,לְמֵימְרָא דַּעֲבוֹדַת יוֹם בָּעֲיָא פַּיִיס עֲבוֹדַת לַיְלָה לָא בָּעֲיָא פַּיִיס? וַהֲרֵי אֵבָרִים
yoma_44,28,20,7,1,1,Yoma 44b,3,7,5,"אָמַר מָר: כָּךְ פּוֹרְשִׁין בִּשְׁעַת מַתַּן פַּר כֹּהֵן מָשִׁיחַ, וּפַר הֶעְלֵם דָּבָר שֶׁל צִבּוּ"
yoma_53,42,26,7,1,1,Yoma 53a,6,9,4,וְתִיפּוֹק לֵיהּ — דְּקָא מְעַיֵּיל בִּיאָה רֵיקָנִית!
yoma_65,23,23,7,3,1,Yoma 65a,6,8,3,וְאִיכָּא דְּקָא מוֹתֵיב הָכִי: וְעוֹד אָמַר רַבִּי יְהוּדָה: נִשְׁפַּךְ הַדָּם יָמוּת הַמִּשְׁתַּלּ
yoma_65,23,23,7,3,2,Yoma 65b,3,4,2,וּמִשּׁוּם גְּזֵירָה יָמוּתוּ? וְעוֹד: הָא דְּרַבִּי טָבִי אָמַר רַבִּי יֹאשִׁיָּה גּוּפַהּ מִצְוָה 
yoma_65,23,23,7,3,3,Yoma 65b,6,7,2,אַמְרוּהָ רַבָּנַן קַמֵּיהּ דְּאַבָּיֵי: גְּזֵירָה מִשּׁוּם חַטָּאת שֶׁמֵּתוּ בְּעָלֶיהָ. הָא תִּינַ
zevachim_103,38,38,7,3,1,Zevachim 103a,13,14,2,אֲמַר לֵיהּ: אֶלָּא מָר בְּמַאי מוֹקֵים לַהּ? אֲמַר לֵיהּ: מוֹקֵמְינָא לֵיהּ בְּמַקְדִּישׁ נְכָסָיו.
zevachim_103,38,38,7,3,2,Zevachim 103b,1,2,2,לֹא יְהוּ כֹּהֲנִים זַכָּאִין בְּעוֹרָהּ? תַּלְמוּד לוֹמַר: ״עוֹר הָעֹלָה״ מִכׇּל מָקוֹם.
zevachim_103,38,38,7,3,3,Zevachim 103b,11,12,2,"וְתִיפּוֹק לֵיהּ מִ״לוֹ יִהְיֶה״! רַבִּי יִשְׁמָעֵאל לְטַעְמֵיהּ, דְּאָמַר רַבִּי יוֹחָנָן מִשּׁוּם "
zevachim_113,40,38,7,2,1,Zevachim 113b,5,7,3,"אִיכָּא דְּאָמְרִי, אֵיתִיבֵיהּ רַבִּי יוֹחָנָן לְרֵישׁ לָקִישׁ: ״מִכֹּל אֲשֶׁר בֶּחָרָבָה מֵתוּ״ – "
zevachim_113,40,38,7,2,2,Zevachim 113b,13,14,2,וּלְרַבִּי שִׁמְעוֹן [בֶּן לָקִישׁ] – נְהִי נָמֵי דְּיָרַד מַבּוּל לְאֶרֶץ יִשְׂרָאֵל; וְהָא לָא פָּ
zevachim_24,34,33,7,2,1,Zevachim 24a,13,15,3,אָמַר רַב יְהוּדָה: לְעוֹלָם לֵית לֵיהּ גְּזֵירָה שָׁוָה; וְהָכִי קָאָמַר: וְכִי נֶאֱמַר יַד יָמִין 
zevachim_24,34,33,7,2,2,Zevachim 24b,11,13,3,"מִי בָּעֵי רַבִּי שִׁמְעוֹן תַּרְתֵּי?! וְהָתַנְיָא, רַבִּי שִׁמְעוֹן אוֹמֵר: כׇּל מָקוֹם שֶׁנֶּאֱמַ"
zevachim_31,30,28,7,1,1,Zevachim 31a,5,6,2,מִמַּאי? מִדְּקָתָנֵי סֵיפָא: נָפֵל זֶה בְּעַצְמוֹ וְזֶה בְּעַצְמוֹ עַל כִּכָּר שֶׁל תְּרוּמָה – פְּ
Hullin_16,30,29,6,1,1,Chullin 16a,8,9,2,"הָא גּוּפַהּ קַשְׁיָא: אָמְרַתְּ, בִּשְׁבִיל שֶׁתּוּדַח – הֲרֵי זֶה בְּ״כִי יוּתַּן״, הָא בִּשְׁבִיל"
arakhin_32,31,26,6,2,1,Arakhin 32a,3,4,2,"אִיכָּא דְּאָמְרִי, אָמַר רָבָא: מִתַּקָּנָתוֹ שֶׁל הִלֵּל — הֲרֵי זֶה ״גִּיטִּיךְ עַל מְנָת שֶׁתִּת"
arakhin_32,31,26,6,2,2,Arakhin 32b,1,3,3,"אָמַר אַבָּיֵי: הָכִי קָאָמַר — עַד גַּמְלָא בַּגָּלִיל, עַד גְּדוֹד בְּעֵבֶר הַיַּרְדֵּן, וְחָדִיד "
arakhin_5,41,35,6,2,1,Arakhin 5a,13,14,2,"בָּעֵי רָבָא: ״עֶרְכִּי עָלַי לְגַבֵּי מִזְבֵּחַ״ מַהוּ? נִידּוֹן בְּהֶשֵּׂג יָד, אוֹ אֵין נִידּוֹן "
arakhin_5,41,35,6,2,2,Arakhin 5b,1,2,2,וּלְרַבִּי מֵאִיר לְמַאי אִיצְטְרִיךְ?
avodah_zarah_41,28,28,6,1,1,Avodah Zarah 41b,6,9,4,אֵיתִיבֵיהּ: הַמּוֹצֵא שִׁבְרֵי צְלָמִים — הֲרֵי אֵלּוּ מוּתָּרִין. הָא שִׁבְרֵי עֲבוֹדָה זָרָה — אֲ
avodah_zarah_48,35,35,6,2,1,Avodah Zarah 48a,4,5,2,"אֶלָּא כִּי אִיתְּמַר דְּרַבִּי יַנַּאי, לְעִנְיַן בִּיטּוּל אִיתְּמַר, דְּאַף עַל גַּב דְּהִבְרִיךְ"
avodah_zarah_48,35,35,6,2,2,Avodah Zarah 48a,10,11,2,"אִם כֵּן, גִּידְּעוֹ וּפִיסְּלוֹ, מַאן קָתָנֵי לַהּ? לָא רַבָּנַן וְלָא רַבִּי יוֹסֵי בַּר יְהוּדָה!"
avodah_zarah_49,40,34,6,1,1,Avodah Zarah 49a,9,14,6,"אֶלָּא, רַבִּי אֱלִיעֶזֶר וְרַבָּנַן דְּעֵצִים."
avodah_zarah_51,47,43,6,1,1,Avodah Zarah 51b,9,10,2,"מַתְנִי׳ מָצָא בְּרֹאשׁוֹ מָעוֹת, כְּסוּת אוֹ כֵלִים — הֲרֵי אֵלּוּ מוּתָּרִין. פַּרְכִּילֵי עֲנָבִי"
bava_batra_152,15,15,6,1,1,Bava Batra 152a,5,2,5,"קַשְׁיָא דְּרַב אַדְּרַב, קַשְׁיָא דִּשְׁמוּאֵל אַדִּשְׁמוּאֵל!"
bava_batra_17,26,23,6,1,1,Bava Batra 17b,11,12,2,"אִיכָּא דְּאָמְרִי: וְאִיתְּמַר עֲלַהּ, אָמַר אַבָּיֵי וְאִיתֵּימָא רַב יְהוּדָה: מִכּוֹתֶל בּוֹרוֹ "
bava_batra_48,19,16,6,1,1,Bava Batra 48a,2,6,5,"וְדִלְמָא שָׁאנֵי הָתָם, דְּנִיחָא לֵיהּ דְּתִיהְוֵי לֵיהּ כַּפָּרָה! וְאֶלָּא מִסֵּיפָא: וְכֵן אַתּ"
bava_batra_93,27,27,6,2,1,Bava Batra 93a,10,11,2,"תָּא שְׁמַע: הַמּוֹכֵר פֵּירוֹת לַחֲבֵרוֹ, וּזְרָעָן וְלֹא צִמֵּחוּ; וַאֲפִילּוּ זֶרַע פִּשְׁתָּן – "
bava_batra_93,27,27,6,2,2,Bava Batra 93b,6,8,3,הֵי רַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל? אִילֵּימָא רַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל דְּמַתְנִיתִין –
bava_kamma_108,32,28,6,1,1,Bava Kamma 108a,14,2,5,"וְקָא מִיפַּלְגִי בְּדִיּוּקָא דְמַתְנִיתִין, דִּתְנַן: הַמַּפְקִיד אֵצֶל חֲבֵירוֹ בְּהֵמָה אוֹ כֵלִ"
bava_kamma_14,51,21,6,1,1,Bava Kamma 14a,17,21,5,"״עַל הַכֹּל״ לָא קָתָנֵי, אֶלָּא ״חַיָּיב בַּכֹּל״ – בְּכוּלֵּי[הּ] נֶזֶק;"
bava_kamma_39,32,27,6,1,1,Bava Kamma 39b,1,3,3,מִמַּנְעִי וְלָא עָבְדִי. רַבִּי יוֹסֵי בַּר חֲנִינָא אָמַר מֵעֲלִיַּית אַפּוֹטְרוֹפּוֹס – וְחוֹזְרִ
bava_kamma_44,36,32,6,1,1,Bava Kamma 44b,16,17,2,"גְּמָ׳ תָּנוּ רַבָּנַן: ״שׁוֹר״ ״שׁוֹר״ שִׁבְעָה – לְהָבִיא שׁוֹר הָאִשָּׁה, שׁוֹר הַיְּתוֹמִים, שׁו"
bava_kamma_51,53,47,6,1,1,Bava Kamma 51a,17,18,2,"הָנִיחָא לְרַבִּי – וְלִנְזָקִין, מַשְׁכַּחַתְּ לַהּ. אֶלָּא לְרַבִּי – וּלְמִיתָה, וּלְרַבָּנַן – ב"
bava_kamma_53,33,29,6,2,1,Bava Kamma 53a,13,14,2,וּבְתָם מַאי קָסָבַר? אִי קָסָבַר: הַאי כּוּלֵּיהּ הֶזֵּיקָא עֲבַד וְהַאי כּוּלֵּיהּ הֶזֵּיקָא עֲבַד
bava_kamma_53,33,29,6,2,2,Bava Kamma 53b,4,5,2,"אִיכָּא דְּאָמְרִי – אַבָּיֵי אָמַר: חֲצִי נֶזֶק, רָבִינָא אָמַר: כּוּלֵּיהּ נֶזֶק. הָא וְהָא בְּמוּ"
bava_kamma_56,37,35,6,1,1,Bava Kamma 56a,2,3,2,אָמַר מָר: הַכּוֹפֵף קָמָתוֹ שֶׁל חֲבֵירוֹ בִּפְנֵי הַדְּלֵיקָה. הֵיכִי דָמֵי? אִילֵּימָא דְּמָטְיָא
bava_kamma_6,51,45,6,2,1,Bava Kamma 6a,6,7,2,"מַאי שְׁנָא בּוֹר – שֶׁכֵּן תְּחִילַּת עֲשִׂיָּיתוֹ לְנֵזֶק, וּמָמוֹנְךָ וּשְׁמִירָתָן עָלֶיךָ; הָנֵ"
bava_kamma_6,51,45,6,2,2,Bava Kamma 6a,14,15,2,"מַאי שְׁנָא בּוֹר – שֶׁכֵּן תְּחִילַּת עֲשִׂיָּיתוֹ לְנֵזֶק, וּשְׁמִירָתוֹ עָלֶיךָ; הָנֵי נָמֵי – תּ"
bava_kamma_63,32,31,6,2,1,Bava Kamma 63a,2,5,4,"אִם כֵּן, נִכְתּוֹב רַחֲמָנָא חַד פְּרָטָא!"
bava_kamma_63,32,31,6,2,2,Bava Kamma 63b,17,18,2,"אָמַר לָךְ: הֶקֵּישָׁא הוּא, וְאֵין מְשִׁיבִין עַל הֶקֵּישָׁא."
bava_kamma_66,29,28,6,1,1,Bava Kamma 66a,7,10,4,"יֵאוּשׁ – אָמְרִי רַבָּנַן דְּנִיקְנֵי, מִיהוּ לָא יָדְעִינַן אִי דְּאוֹרָיְיתָא אִי דְּרַבָּנַן."
bava_metzia_15,43,29,6,3,1,Bava Metzia 15a,6,7,2,"אִי הָכִי, פֵּירוֹת נָמֵי! כְּשֶׁעָמַד בַּדִּין עַל הַקֶּרֶן, וְלֹא עָמַד בַּדִּין עַל הַפֵּירוֹת. ו"
bava_metzia_15,43,29,6,3,2,Bava Metzia 15a,19,20,2,"אָמַר רַב נַחְמָן: הָא מַתְנִיתָא מְסַיַּיע לֵיהּ לְמָר שְׁמוּאֵל, וְהוּנָא חַבְרִין מוֹקֵים לַהּ בּ"
bava_metzia_15,43,29,6,3,3,Bava Metzia 15b,2,3,2,"וְהָא מַעֲשִׂים בְּכׇל יוֹם, וְקָא מַגְבֵּי שְׁמוּאֵל אֲפִילּוּ בְּשֶׁבַח הַמַּגִּיעַ לִכְתֵפַיִם!"
bava_metzia_40,35,22,6,1,1,Bava Metzia 40a,10,12,3,"תָּנָא: בַּמֶּה דְּבָרִים אֲמוּרִים? שֶׁעֵירְבָן עִם פֵּירוֹתָיו. אֲבָל יִחֵד לוֹ קֶרֶן זָוִית, אוֹמ"
bava_metzia_41,26,26,6,1,1,Bava Metzia 41a,4,7,4,"אֵימָא סֵיפָא: יִחֲדוּ לָהּ הַבְּעָלִים מָקוֹם וְטִלְטְלָהּ וְנִשְׁבְּרָה, בֵּין מִתּוֹךְ יָדוֹ, בֵּ"
bava_metzia_42,27,26,6,2,1,Bava Metzia 42b,6,7,2,"נֵימָא לֵיהּ לְאַפּוֹטְרוֹפָּא: זִיל שַׁלֵּים, אָמַר: אֲנָא לְבַקָּרָא מְסַרְתֵּיהּ."
bava_metzia_42,27,26,6,2,2,Bava Metzia 42b,11,12,2,"נֵימָא לֵיהּ לְדִידֵיהּ: זִיל שַׁלֵּים, אָמַר: אֲנָא אָמְרִי לֵיהּ מֵהַאי רְמִי."
bava_metzia_53,20,15,6,2,1,Bava Metzia 53b,2,3,2,"אֶלָּא בְּלָקוּחַ בְּכֶסֶף מַעֲשֵׂר שֵׁנִי. לָקוּחַ בְּכֶסֶף מַעֲשֵׂר נָמֵי לִיפְרְקֵיהּ, דִּתְנַן: "
bava_metzia_53,20,15,6,2,2,Bava Metzia 53b,5,6,2,רַב הוּנָא בַּר יְהוּדָה אָמַר רַב שֵׁשֶׁת: חֲדָא קָתָנֵי: מַעֲשֵׂר שֵׁנִי שֶׁאֵין בּוֹ שָׁוֶה פְּרו
beitzah_11,37,30,6,2,1,Beitzah 11a,15,16,2,"הָכִי הַשְׁתָּא?! בִּשְׁלָמָא בְּהֵמָה אָתֵי לְאִמְּלוֹכֵי, דְּאָמַר: נִשְׁבֹּק הַאי בְּהֵמָה כְּחוּ"
beitzah_11,37,30,6,2,2,Beitzah 11b,12,14,3,"פּוֹתֵחַ אֶת חָבִיתוֹ נָמֵי תְּנֵינָא: הַפּוֹתֵחַ אֶת חָבִיתוֹ, וּמַתְחִיל בְּעִיסָּתוֹ עַל גַּב הָר"
beitzah_14,29,28,6,1,1,Beitzah 14b,10,11,2,גְּמָ׳ תָּנֵי רַב יְחִיאֵל: וּבִלְבַד שֶׁלֹּא יַעֲשֶׂנּוּ בְּשׁוּרָה. תָּנָא: אֵין שׁוּרָה פְּחוּתָה
bekhorot_18,34,33,6,1,1,Bekhorot 18b,1,2,2,"כֹּל שֶׁחֲלִיפָיו בְּיַד כֹּהֵן פָּטוּר מִן הַמַּתָּנוֹת, וְרַבִּי מֵאִיר מְחַיֵּיב. חֲלִיפִין בְּיַ"
bekhorot_2,34,33,6,1,1,Bekhorot 2b,17,19,3,"וַאֲמַר לְהוּ: לִכְשֶׁתֵּלֵד, דְּלֹא מְקַבֶּלֶת זָכָר."
bekhorot_20,22,19,6,2,1,Bekhorot 20a,9,10,2,"וְאִיבָּעֵית אֵימָא: בֵּין לְקוּלָּא בֵּין לְחוּמְרָא חָיֵישׁ, וְהָכָא בִּמְטַנֶּפֶת וְחוֹזֶרֶת וְיו"
bekhorot_20,22,19,6,2,2,Bekhorot 20a,13,1,2,"וְאִיבָּעֵית אֵימָא: דְּכוּלֵּי עָלְמָא אִית לְהוּ דִּזְעֵירִי, וְהָכָא — בְּיוֹלֶדֶת לִמְקוּטָּעִין"
bekhorot_42,30,30,6,1,1,Bekhorot 42b,11,13,3,"מַאי לָאו בְּהָא קָמִיפַּלְגִי, דְּמַאן דְּאָמַר חוֹלֵץ, וְחוֹלְצִין לְאִשְׁתּוֹ וּמְיַבְּמִים אֶת א"
bekhorot_50,21,21,6,1,1,Bekhorot 50b,5,9,5,"וַהֲרֵי מַעֲשֵׂר, דִּכְתִיב: ״וְצַרְתָּ הַכֶּסֶף בְּיָדְךָ״, וּתְנַן: הַפּוֹרֵט סֶלַע בִּמְעוֹת מַעֲ"
bekhorot_52,26,25,6,1,1,Bekhorot 52a,8,2,3,"וְכוּלָּם אֵין נוֹטְלִין בַּשֶּׁבַח,"
berakhot_11,50,36,6,2,1,Berakhot 11a,12,14,3,וּבֵית שַׁמַּאי?
berakhot_11,50,36,6,2,2,Berakhot 11a,17,18,2,מַאי ״וְלֹא עוֹד״?
berakhot_19,40,32,6,1,1,Berakhot 19a,13,16,4,"״בְּמִשְׁנָתֵנוּ״ קָאָמְרִינַן. וְהָא, בָּרַיְיתָא הִיא."
berakhot_35,44,27,6,1,1,Berakhot 35b,3,5,3,מַאי ״חָבֵר הוּא לְאִישׁ מַשְׁחִית״? אָמַר רַבִּי חֲנִינָא בַּר פָּפָּא: חָבֵר הוּא לְיָרׇבְעָם בֶּן
berakhot_43,39,39,6,1,1,Berakhot 43b,4,8,5,וְאָמַר רַב זוּטְרָא בַּר טוֹבִיָּה אָמַר רַב: עֲתִידִים בַּחוּרֵי יִשְׂרָאֵל שֶׁיִּתְּנוּ רֵיחַ טוֹ
berakhot_54,39,13,6,2,1,Berakhot 54a,3,5,3,"עַל הַגְּשָׁמִים, וְעַל בְּשׂוֹרוֹת טוֹבוֹת אוֹמֵר: ״בָּרוּךְ הַטּוֹב וְהַמֵּטִיב״. עַל בְּשׂוֹרוֹת "
berakhot_54,39,13,6,2,2,Berakhot 54a,8,9,2,כׇּל חוֹתְמֵי בְּרָכוֹת שֶׁבַּמִּקְדָּשׁ הָיוּ אוֹמְרִים ״עַד הָעוֹלָם״. מִשֶּׁקִּלְקְלוּ הַמִּינִין
berakhot_7,64,36,6,1,1,Berakhot 7a,14,18,5,וְכַמָּה זַעְמוֹ — רֶגַע. וְכַמָּה רֶגַע? אָמַר רַבִּי אָבִין וְאִיתֵּימָא רַבִּי אֲבִינָא: רֶגַע כּ
eruvin_30,40,35,6,2,1,Eruvin 30a,16,17,2,"אָמַר לְךָ רַב הוּנָא: אֶלָּא מַאי, כֹּל הֵיכָא דְּאָמַר ״עָלַי״ מְעָרְבִין? קַשְׁיָא רֵישָׁא?"
eruvin_30,40,35,6,2,2,Eruvin 30b,5,6,2,"כְּמַאן אָזְלָא הָא דְּתַנְיָא: עֵירַב בִּשְׁחוֹרִים לֹא יֵצֵא בִּלְבָנִים, בִּלְבָנִים לֹא יֵצֵא בּ"
eruvin_48,34,31,6,2,1,Eruvin 48a,5,6,2,"אֶלָּא, מִשּׁוּם דְּקָתָנֵי: ״צָרִיךְ מְחִיצָה שֶׁל בַּרְזֶל לְהַפְסִיקוֹ״. וּמַאי שְׁנָא קָנִים דְּ"
eruvin_48,34,31,6,2,2,Eruvin 48a,20,21,2,הָיוּ שְׁנַיִם מִקְצָת אַמּוֹתָיו שֶׁל זֶה וְכוּ׳. לְמָה לֵיהּ לְמֵימַר ״לְמָה הַדָּבָר דּוֹמֶה״?
eruvin_67,33,33,6,1,1,Eruvin 67a,7,11,5,"כִּי תִּיבְּעֵי לָךְ אַלִּיבָּא דְּמַאן דְּאָמַר ״יֵשׁ בִּיטּוּל רְשׁוּת מֵחָצֵר לְחָצֵר״. הָתָם, דּ"
eruvin_76,32,16,6,2,1,Eruvin 76a,9,11,3,"גְּמָ׳ לֵימָא תְּנַן סְתָמָא כְּרַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל, דְּאָמַר: כׇּל פָּחוֹת מֵאַרְבָּע"
eruvin_76,32,16,6,2,2,Eruvin 76a,14,15,2,הַשְׁתָּא כּוּלּוֹ לְמַעְלָה מֵעֲשָׂרָה וּמִקְצָתוֹ בְּתוֹךְ עֲשָׂרָה אָמְרַתְּ ״מְעָרְבִין שְׁנַיִם
eruvin_9,32,32,6,2,1,Eruvin 9b,3,5,3,"וּלְרִבֵּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל, לֶהֱוֵי כְּנִרְאֶה מִבַּחוּץ וְשָׁוֶה מִבִּפְנִים!"
eruvin_9,32,32,6,2,2,Eruvin 9b,12,13,2,וְכִי תֵּימָא דְּמַפְלְגִי טוּבָא? וְהָא תָּנֵי רַב אַדָּא בַּר אֲבִימִי קַמֵּיהּ דְּרַבִּי חֲנִינָא
eruvin_93,31,29,6,2,1,Eruvin 93a,3,4,2,אֲמַר לֵיהּ רַבָּה בַּר רַב חָנָן לְאַבָּיֵי: וְלֹא מָצִינוּ מְחִיצָה לְאִיסּוּר? וְהָתַנְיָא: בַּיִ
eruvin_93,31,29,6,2,2,Eruvin 93b,6,8,3,אָמַר רַבָּה בְּרֵיהּ דְּרָבָא: כְּגוֹן שֶׁנִּפְרְצָה הַתַּחְתּוֹנָה בִּמְלוֹאָהּ לָעֶלְיוֹנָה.
gittin_30,33,26,6,1,1,Gittin 30a,20,1,2,מַאי בֵּינַיְיהוּ?
gittin_52,41,36,6,1,1,Gittin 52b,1,4,4,דְּאָתוּ לְמֵימַר לְהוּ: נִשְׂרְפוּ חִיטֵּיכֶם בַּעֲלִיָּיה.
gittin_66,32,10,6,1,1,Gittin 66b,6,10,5,מַאי ״הַדָּבָר צָרִיךְ תַּלְמוּד״? אִילֵּימָא מִשּׁוּם דְּהָווּ לְהוּ מִילֵּי; וּמְסַפְּקָא לֵיהּ מִ
gittin_74,40,32,6,2,1,Gittin 74a,15,16,2,וְאִי אַשְׁמְעִינַן גַּבֵּי קִידּוּשִׁין; בְּהָא קָאָמַר רַב יְהוּדָה ״לִכְשֶׁיִּתֵּן״ – מִשּׁוּם דּ
gittin_74,40,32,6,2,2,Gittin 74b,2,5,4,"וּלְרַב יְהוּדָה – דְּאָמַר: בְּ״עַל מְנָת״ פְּלִיגִי, אַדְּמִיפַּלְגִי בְּ״מֵהַיּוֹם וּלְאַחַר מִית"
gittin_87,36,30,6,1,1,Gittin 87a,21,4,6,"וְלִיתַּכְשַׁר הַאי בִּ״רְאוּבֵן בֶּן״, וְלִיתַּכְשַׁר הַאי בְּ״יַעֲקֹב עֵד״, דְּהָא תְּנַן: ״אִישׁ "
horayot_5,35,34,6,3,1,Horayot 5a,8,9,2,רַבִּי שִׁמְעוֹן בֶּן אֶלְעָזָר אוֹמֵר מִשְּׁמוֹ: חָטְאוּ שִׁשָּׁה שְׁבָטִים וְהֵם רוּבּוֹ שֶׁל קָהָ
horayot_5,35,34,6,3,2,Horayot 5a,16,17,2,"וְרַבִּי מֵאִיר, ״קָהָל״ ״הַקָּהָל״ לָא דָּרֵישׁ, הִלְכָּךְ תְּרֵי קְהָלֵי כְּתִיבִי. מִיבְּעֵי לֵיה"
horayot_5,35,34,6,3,3,Horayot 5b,6,7,2,"וְתַנָּא קַמָּא מַנִּי? אִי נֵימָא רַבִּי מֵאִיר, הָא רוּבָּא בָּעֵי! אֶלָּא לָאו רַבִּי יְהוּדָה, ו"
hullin_105,36,34,6,1,1,Hullin 105a,4,5,2,"גּוּפָא, אָמַר רַבִּי זֵירָא: אֵין קִינּוּחַ הַפֶּה אֶלָּא בְּפַת. וְהָנֵי מִילֵּי בִּדְחִיטֵּי, אֲב"
hullin_124,51,50,6,1,1,Hullin 124b,7,8,2,"וּמִדְּרַבִּי דּוֹסָא בֶּן הַרְכִּינָס כְּרַבִּי יִשְׁמָעֵאל, רַבָּנַן כְּרַבִּי עֲקִיבָא? וְהָא רַב"
